,Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,DIV,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
0,0,0,0.0,0.0,16.862745,0.0,88,-4.6875,0.0,101,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,51,5,439.100006,298.100006,12.539,0.0,0,7937,0,255,0.0,,0.0,0.0,0.0
1,0,0,0.0,0.0,16.862745,0.0,88,-4.6875,0.0,101,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,51,5,439.100006,298.100006,12.539,0.0,0,7937,0,255,0.0,,0.0,0.0,0.0
2,0,0,0.0,0.0,16.862745,0.0,88,-4.6875,0.0,101,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,51,5,439.100006,298.100006,12.539,0.0,0,7937,0,255,0.0,,0.0,0.0,0.0
3,0,0,0.0,0.0,16.862745,0.0,88,-4.6875,0.0,101,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,51,5,439.100006,298.100006,12.539,0.0,0,7937,0,255,0.0,,0.0,0.0,0.0
4,0,0,0.0,0.0,16.862745,0.0,88,-4.6875,0.0,101,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,51,5,439.100006,298.100006,10.371,0.0,0,7937,0,255,0.0,,0.0,0.0,0.0
5,0,0,0.0,0.0,16.862745,20.392157,88,-1.5625,0.0,101,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,51,5,439.100006,298.100006,10.371,0.0,0,7937,0,255,0.0,,0.0,0.0,0.0
6,0,0,1527.25,0.0,16.862745,20.392157,88,-1.5625,0.0,18,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,50,8,439.100006,298.100006,10.371,0.0,0,7937,0,255,0.0,0.0,0.0,0.0,0.0
7,0,0,1527.25,0.0,16.862745,20.392157,88,-1.5625,0.0,18,28.627451,48.627453,16.078432,31.764706,16.862745,0,100,0.0,50,8,439.100006,298.100006,11.933,0.0,0,7937,0,255,0.0,0.0,0.0,0.0,0.0
8,0,0,1527.25,0.0,16.862745,20.392157,88,-1.5625,0.0,18,28.627451,51.372547,16.078432,31.764706,18.82353,0,100,0.0,50,8,439.100006,298.100006,11.933,0.0,0,7937,0,255,0.0,0.0,0.0,0.0,0.0
9,0,0,1082.75,0.0,18.82353,30.588236,89,0.0,-3.90625,31,28.627451,51.372547,16.078432,31.764706,18.82353,0,100,0.0,51,4,439.100006,298.100006,11.933,0.0,0,7937,0,255,0.0,0.0,0.0,0.0,0.0
